text,label
"Week mein 2 viva hain, schedule thoda tight hai aur main stressed hoon.",1
"Results clear hain, marks acche aaye in Cloud architecture, feeling relaxed.",0
"assignment time pe submit kar diya, ab I am completely sorted.",0
"Internal marks thode kam hain, confused feel ho raha final JEE ke liye.",1
"Dost aage nikal gaye aur main yahan stuck hoon DBMS mein, feeling crying constantly.",2
"Kal ke technical interview ke liye I am sorted, syllabus cover ho gaya.",0
Placement prep aur college mock test manage karne mein thoda confused feel hota hai.,1
"Thodi tension hai JEE ki, tense lag raha hai.",1
"internship review achha gaya, happy feel ho raha hai aaj.",0
"Backlog clear karna hai, schedule manage karne mein worried feel hota hai.",1
"Raat bhar jaag ke ML padha but still nothing is going in my head, feeling blank.",2
Placement prep aur college lab file manage karne mein thoda confused feel hota hai.,1
"Chemistry experiment achi gayi, lab marks aenge poore.",0
"Severe panic attacks aa rahe hain job simulation ke darr se, dimag blank ho gaya hai.",2
"Results clear hain, marks acche aaye in Microservices, feeling confident.",0
"Bhai DSA ki prep ekdum set chal rahi hai, sab on track hai.",0
"Doston ke sath padhai karke balanced lag raha hai, AWS easy lagne laga.",0
"Mera dimag phat jayega, Maths mein kuch samajh nahi aa raha, completely blank.",2
"Bhai DBMS ki prep ekdum balanced chal rahi hai, sab on track hai.",0
"Doston ke sath padhai karke relaxed lag raha hai, Spring Boot easy lagne laga.",0
"project complete nahi ho pa raha, roz raat ko I am crying constantly.",2
"lab file time pe submit kar diya, ab I am completely balanced.",0
"Life barbaad lag rahi hai, Data Analytics mein fail hone wala hoon, crying constantly.",2
"Dost aage nikal gaye aur main yahan stuck hoon Cloud architecture mein, feeling severely anxious.",2
Cloud architecture samajh aa raha hai but final project review ke time pe overwhelmed ho jata hoon.,1
"assignment abhi tak pending hai, feeling overwhelmed about the deadline.",1
Parents ki expectations ki wajah se thoda pressured lagta hai future ko leke.,1
"Internal marks thode kam hain, worried feel ho raha final hackathon ke liye.",1
"Mera Maths ka AWS deployment done hai, I am fully balanced.",0
"Life barbaad lag rahi hai, Cloud architecture mein fail hone wala hoon, blank.",2
SQL samajh aa raha hai but college exam ke time pe overwhelmed ho jata hoon.,1
"mid-sem achha gaya, relaxed feel ho raha hai aaj.",0
"college exam clear nahi hua toh kya karunga, feeling totally having panic attacks and lost.",2
"Dost aage nikal gaye aur main yahan stuck hoon AI mein, feeling hopeless.",2
AI samajh aa raha hai but hackathon ke time pe pressured ho jata hoon.,1
Parents ki expectations ki wajah se thoda tense lagta hai future ko leke.,1
"Kal ke job simulation ke liye I am confident, syllabus cover ho gaya.",0
"Raat bhar jaag ke Java padha but still nothing is going in my head, feeling having panic attacks.",2
"project time pe submit kar diya, ab I am completely on track.",0
"Mera Microservices ka backend integration done hai, I am fully chill.",0
"Kisi se baat karne ka mann nahi kar raha, itna stress hai ki breaking down ho chuka hoon.",2
"Aaj ka din productive tha, REST APIs padha aur ab peaceful hai.",0
"NEET clear nahi hua toh kya karunga, feeling totally blank and lost.",2
"Relatives bhi support kar rahe hain, I feel balanced about my career.",0
"experiment abhi tak pending hai, feeling tense about the deadline.",1
"Raat bhar jaag ke SQL padha but still nothing is going in my head, feeling blank.",2
"Internal marks thode kam hain, anxious feel ho raha final technical interview ke liye.",1
"Internal marks thode kam hain, worried feel ho raha final job simulation ke liye.",1
"Time management mast chal raha hai, happy feel kar raha hoon about mock test.",0
"Mera dimag phat jayega, Cloud architecture mein kuch samajh nahi aa raha, completely dead inside.",2
"REST APIs experiment achi gayi, lab marks aenge poore.",0
"Python backend integration mein ek annoying bug hai, raat tak fix karna padega, feeling overwhelmed.",1
"Mera dimag phat jayega, DSA mein kuch samajh nahi aa raha, completely crying constantly.",2
"AWS deployment complete nahi ho pa raha, roz raat ko I am breaking down.",2
"Ghar wale bhi support kar rahe hain, I feel chill about my career.",0
"Raat bhar jaag ke Physics padha but still nothing is going in my head, feeling dead inside.",2
"Har taraf se pressure hai, I feel like I am suffocating.",2
"Mentally balanced hoon, koi mid-sem ka darr nahi.",0
"Parents bhi support kar rahe hain, I feel set about my career.",0
"Mera Maths ka mock test done hai, I am fully relaxed.",0
"Backlog clear karna hai, schedule manage karne mein anxious feel hota hai.",1
Java samajh aa raha hai but technical interview ke time pe thoda nervous ho jata hoon.,1
"Results clear hain, marks acche aaye in SQL, feeling on track.",0
"Time management mast chal raha hai, relaxed feel kar raha hoon about project.",0
"AWS deploy successfully ho gaya project, no tension at all, totally relaxed.",0
"Java model training mein ek annoying bug hai, raat tak fix karna padega, feeling anxious.",1
"Mummy bhi support kar rahe hain, I feel balanced about my career.",0
"Doston ki preparation mujhse zyada hai Maths mein, getting pressured.",1
"hackathon achha gaya, relaxed feel ho raha hai aaj.",0
"Aaj ka din productive tha, Maths padha aur ab sorted hai.",0
Placement prep aur college assignment manage karne mein thoda confused feel hota hai.,1
ML samajh aa raha hai but final project review ke time pe overwhelmed ho jata hoon.,1
"Life barbaad lag rahi hai, AI mein fail hone wala hoon, crying constantly.",2
"final project review achha gaya, set feel ho raha hai aaj.",0
"Results clear hain, marks acche aaye in Cloud architecture, feeling balanced.",0
"Aaj ka din productive tha, AWS padha aur ab chill hai.",0
"internship review achha gaya, balanced feel ho raha hai aaj.",0
"Severe panic attacks aa rahe hain end-sem exam ke darr se, dimag blank ho gaya hai.",2
"Parents ki expectations ne anxiety badha di hai, placement ka stress mujhe dead inside bana raha hai.",2
"Anxiety itni hai ki khana bhi nahi khaya 2 din se, Python ki wajah se.",2
"Time management mast chal raha hai, relaxed feel kar raha hoon about experiment.",0
"Bhai AI ki prep ekdum peaceful chal rahi hai, sab on track hai.",0
"Dost aage nikal gaye aur main yahan stuck hoon Java mein, feeling depressed.",2
Java samajh aa raha hai but internship review ke time pe confused ho jata hoon.,1
Mummy ki expectations ki wajah se thoda stressed lagta hai future ko leke.,1
"Bhai ML ki prep ekdum relaxed chal rahi hai, sab on track hai.",0
Microservices samajh aa raha hai but college exam ke time pe tense ho jata hoon.,1
"Ghar wale bhi support kar rahe hain, I feel confident about my career.",0
"Parents ki expectations ne anxiety badha di hai, placement ka stress mujhe hopeless bana raha hai.",2
"Bhai DBMS ki prep ekdum chill chal rahi hai, sab on track hai.",0
"Mera dimag phat jayega, Maths mein kuch samajh nahi aa raha, completely hopeless.",2
"Results clear hain, marks acche aaye in AWS, feeling happy.",0
REST APIs samajh aa raha hai but internship review ke time pe confused ho jata hoon.,1
Thoda nervous hoon viva ke liye but preparation basically okay hai.,1
"Dost aage nikal gaye aur main yahan stuck hoon AI mein, feeling crying constantly.",2
"mock test time pe submit kar diya, ab I am completely set.",0
"Papa ki expectations ne anxiety badha di hai, placement ka stress mujhe having panic attacks bana raha hai.",2
"Aaj ka din productive tha, Cloud architecture padha aur ab set hai.",0
"Dost aage nikal gaye aur main yahan stuck hoon AWS mein, feeling breaking down.",2
"Mera Python ka backend integration done hai, I am fully sorted.",0
Thoda nervous hoon internship review ke liye but preparation basically okay hai.,1
"AWS deployment complete nahi ho pa raha, roz raat ko I am suffocating.",2
"Severe panic attacks aa rahe hain NEET ke darr se, dimag blank ho gaya hai.",2
"backend integration complete nahi ho pa raha, roz raat ko I am crying constantly.",2
"Breathless feel ho raha hai college exam ke thought se hi, anxiety is too high.",2
"mock test time pe submit kar diya, ab I am completely sorted.",0
"Dost aage nikal gaye aur main yahan stuck hoon Physics mein, feeling numb.",2
Ghar wale ki expectations ki wajah se thoda overwhelmed lagta hai future ko leke.,1
"Papa bhi support kar rahe hain, I feel peaceful about my career.",0
"Results clear hain, marks acche aaye in DBMS, feeling confident.",0
"Kal ke internship review ke liye I am relaxed, syllabus cover ho gaya.",0
"Life barbaad lag rahi hai, AWS mein fail hone wala hoon, breaking down.",2
"Life barbaad lag rahi hai, Maths mein fail hone wala hoon, crying constantly.",2
"3 din se soye nahi hain, aankhein band nahi ho rahi tension se, kal final project review hai.",2
Placement prep aur college mock test manage karne mein thoda thoda nervous feel hota hai.,1
"Doston ke sath padhai karke on track lag raha hai, DBMS easy lagne laga.",0
"technical interview clear nahi hua toh kya karunga, feeling totally hopeless and lost.",2
"project abhi tak pending hai, feeling anxious about the deadline.",1
"Life barbaad lag rahi hai, AI mein fail hone wala hoon, breaking down.",2
"Aaj ka din productive tha, Physics padha aur ab chill hai.",0
"Dimag sunn ho gaya hai stress se, kuch nahi padha hackathon ke liye.",2
"REST APIs mock test mein ek annoying bug hai, raat tak fix karna padega, feeling anxious.",1
"Week mein 2 final project review hain, schedule thoda tight hai aur main confused hoon.",1
Java samajh aa raha hai but mid-sem ke time pe confused ho jata hoon.,1
"Aaj ka din productive tha, DSA padha aur ab relaxed hai.",0
"placement drive achha gaya, peaceful feel ho raha hai aaj.",0
"Thodi tension hai technical interview ki, tense lag raha hai.",1
"backend integration abhi tak pending hai, feeling overwhelmed about the deadline.",1
"Doston ki preparation mujhse zyada hai DSA mein, getting anxious.",1
"final project review clear nahi hua toh kya karunga, feeling totally severely anxious and lost.",2
"Mentally confident hoon, koi final project review ka darr nahi.",0
"practical record abhi tak pending hai, feeling overwhelmed about the deadline.",1
"Internal marks thode kam hain, worried feel ho raha final internship review ke liye.",1
"Life barbaad lag rahi hai, Microservices mein fail hone wala hoon, severely anxious.",2
"Anxiety itni hai ki khana bhi nahi khaya 2 din se, ML ki wajah se.",2
"Internal marks thode kam hain, stressed feel ho raha final technical interview ke liye.",1
"Mentally happy hoon, koi technical interview ka darr nahi.",0
"Life barbaad lag rahi hai, DBMS mein fail hone wala hoon, breaking down.",2
"Ghar wale bhi support kar rahe hain, I feel sorted about my career.",0
Ghar wale ki expectations ki wajah se thoda thoda nervous lagta hai future ko leke.,1
"Thodi tension hai mid-sem ki, confused lag raha hai.",1
Thoda nervous hoon placement drive ke liye but preparation basically okay hai.,1
"Mera dimag phat jayega, REST APIs mein kuch samajh nahi aa raha, completely dead inside.",2
"AWS practical record mein ek annoying bug hai, raat tak fix karna padega, feeling worried.",1
"Week mein 2 placement drive hain, schedule thoda tight hai aur main tense hoon.",1
"mid-sem clear nahi hua toh kya karunga, feeling totally blank and lost.",2
"Dost aage nikal gaye aur main yahan stuck hoon REST APIs mein, feeling breaking down.",2
"Raat bhar jaag ke Python padha but still nothing is going in my head, feeling breaking down.",2
"Results clear hain, marks acche aaye in Maths, feeling peaceful.",0
"Kal ke placement drive ke liye I am confident, syllabus cover ho gaya.",0
"assignment time pe submit kar diya, ab I am completely on track.",0
Placement prep aur college backend integration manage karne mein thoda anxious feel hota hai.,1
"Doston ke sath padhai karke sorted lag raha hai, Java easy lagne laga.",0
"Thodi tension hai mid-sem ki, pressured lag raha hai.",1
"Life barbaad lag rahi hai, Python mein fail hone wala hoon, hopeless.",2
"Dost aage nikal gaye aur main yahan stuck hoon Java mein, feeling severely anxious.",2
"Doston ke sath padhai karke set lag raha hai, Physics easy lagne laga.",0
"Kisi se baat karne ka mann nahi kar raha, itna stress hai ki having panic attacks ho chuka hoon.",2
"Kal ke placement drive ke liye I am peaceful, syllabus cover ho gaya.",0
"Raat bhar jaag ke DSA padha but still nothing is going in my head, feeling having panic attacks.",2
"Doston ki preparation mujhse zyada hai Physics mein, getting anxious.",1
Competition dekh kar thoda anxious ho gaya college mein.,1
"Aaj ka din productive tha, DBMS padha aur ab confident hai.",0
"Doston ki preparation mujhse zyada hai AI mein, getting overwhelmed.",1
"Mera dimag phat jayega, Microservices mein kuch samajh nahi aa raha, completely severely anxious.",2
Parents ki expectations ki wajah se thoda overwhelmed lagta hai future ko leke.,1
"Doston ki preparation mujhse zyada hai Physics mein, getting tense.",1
"AWS deploy successfully ho gaya project, no tension at all, totally peaceful.",0
"Doston ki preparation mujhse zyada hai SQL mein, getting worried.",1
Placement prep aur college practical record manage karne mein thoda worried feel hota hai.,1
"Data Analytics model training mein ek annoying bug hai, raat tak fix karna padega, feeling pressured.",1
"Mummy ki expectations ne anxiety badha di hai, placement ka stress mujhe having panic attacks bana raha hai.",2
"Time management mast chal raha hai, happy feel kar raha hoon about lab file.",0
Physics samajh aa raha hai but final project review ke time pe thoda nervous ho jata hoon.,1
"Bhai Java ki prep ekdum sorted chal rahi hai, sab on track hai.",0
"backend integration abhi tak pending hai, feeling worried about the deadline.",1
"viva clear nahi hua toh kya karunga, feeling totally dead inside and lost.",2
"Life barbaad lag rahi hai, SQL mein fail hone wala hoon, depressed.",2
"Dost aage nikal gaye aur main yahan stuck hoon Spring Boot mein, feeling depressed.",2
"Dost aage nikal gaye aur main yahan stuck hoon AI mein, feeling having panic attacks.",2
"Dost aage nikal gaye aur main yahan stuck hoon Physics mein, feeling depressed.",2
"Kal ke college exam ke liye I am confident, syllabus cover ho gaya.",0
Spring Boot samajh aa raha hai but board exam ke time pe worried ho jata hoon.,1
"Kal ke hackathon ke liye I am set, syllabus cover ho gaya.",0
Chemistry samajh aa raha hai but NEET ke time pe overwhelmed ho jata hoon.,1
"Itna backlog ho gaya hai ki rona aa raha hai lagatar, I am blank.",2
"Mentally balanced hoon, koi internship review ka darr nahi.",0
"Doston ke sath padhai karke confident lag raha hai, AI easy lagne laga.",0
"Raat bhar jaag ke AWS padha but still nothing is going in my head, feeling severely anxious.",2
"Doston ki preparation mujhse zyada hai AWS mein, getting anxious.",1
"Life barbaad lag rahi hai, REST APIs mein fail hone wala hoon, suffocating.",2
"Life barbaad lag rahi hai, Spring Boot mein fail hone wala hoon, crying constantly.",2
"Dost aage nikal gaye aur main yahan stuck hoon Microservices mein, feeling dead inside.",2
"Kal ke final project review ke liye I am chill, syllabus cover ho gaya.",0
"Life barbaad lag rahi hai, Cloud architecture mein fail hone wala hoon, crying constantly.",2
"college exam clear nahi hua toh kya karunga, feeling totally numb and lost.",2
Competition dekh kar thoda confused ho gaya college mein.,1
"Syllabus lamba hai, aur technical interview paas aa raha hai, thoda time kam lag raha hai.",1
"model training abhi tak pending hai, feeling overwhelmed about the deadline.",1
"Bhai Python ki prep ekdum happy chal rahi hai, sab on track hai.",0
"Kal ke board exam ke liye I am on track, syllabus cover ho gaya.",0
Spring Boot samajh aa raha hai but college exam ke time pe pressured ho jata hoon.,1
"Dimag sunn ho gaya hai stress se, kuch nahi padha internship review ke liye.",2
"Thodi tension hai college exam ki, worried lag raha hai.",1
Thoda nervous hoon end-sem exam ke liye but preparation basically okay hai.,1
"Severe panic attacks aa rahe hain internship review ke darr se, dimag blank ho gaya hai.",2
"Aaj ka din productive tha, Data Analytics padha aur ab chill hai.",0
"experiment complete nahi ho pa raha, roz raat ko I am numb.",2
"Thodi tension hai hackathon ki, thoda nervous lag raha hai.",1
"NEET achha gaya, chill feel ho raha hai aaj.",0
"Doston ki preparation mujhse zyada hai Chemistry mein, getting worried.",1
"AWS deployment complete nahi ho pa raha, roz raat ko I am blank.",2
"Life barbaad lag rahi hai, Data Analytics mein fail hone wala hoon, suffocating.",2
"Raat bhar jaag ke Chemistry padha but still nothing is going in my head, feeling blank.",2
"Week mein 2 board exam hain, schedule thoda tight hai aur main worried hoon.",1
"Week mein 2 end-sem exam hain, schedule thoda tight hai aur main pressured hoon.",1
"Syllabus lamba hai, aur hackathon paas aa raha hai, thoda time kam lag raha hai.",1
"Syllabus lamba hai, aur final project review paas aa raha hai, thoda time kam lag raha hai.",1
"mid-sem clear nahi hua toh kya karunga, feeling totally depressed and lost.",2
ML samajh aa raha hai but viva ke time pe confused ho jata hoon.,1
Relatives ki expectations ki wajah se thoda pressured lagta hai future ko leke.,1
"Mera Maths ka mock test done hai, I am fully on track.",0
"college exam clear nahi hua toh kya karunga, feeling totally suffocating and lost.",2
"lab file complete nahi ho pa raha, roz raat ko I am having panic attacks.",2
"Relatives ki expectations ne anxiety badha di hai, placement ka stress mujhe crying constantly bana raha hai.",2
"mock test abhi tak pending hai, feeling thoda nervous about the deadline.",1
"Doston ke sath padhai karke balanced lag raha hai, Data Analytics easy lagne laga.",0
"Thodi tension hai job simulation ki, overwhelmed lag raha hai.",1
"Aaj ka din productive tha, REST APIs padha aur ab relaxed hai.",0
"Mera dimag phat jayega, DBMS mein kuch samajh nahi aa raha, completely suffocating.",2
"technical interview achha gaya, balanced feel ho raha hai aaj.",0
Results anxiety hai thodi but I think SQL wala paper theek gaya hai.,1
"Results clear hain, marks acche aaye in Data Analytics, feeling on track.",0
"Relatives bhi support kar rahe hain, I feel confident about my career.",0
"Mera dimag phat jayega, Data Analytics mein kuch samajh nahi aa raha, completely crying constantly.",2
"Raat bhar jaag ke Physics padha but still nothing is going in my head, feeling crying constantly.",2
"job simulation achha gaya, sorted feel ho raha hai aaj.",0
"Life barbaad lag rahi hai, REST APIs mein fail hone wala hoon, hopeless.",2
"Severe panic attacks aa rahe hain placement drive ke darr se, dimag blank ho gaya hai.",2
"AWS deploy successfully ho gaya project, no tension at all, totally balanced.",0
"Results clear hain, marks acche aaye in Physics, feeling chill.",0
"Raat bhar jaag ke REST APIs padha but still nothing is going in my head, feeling hopeless.",2
"Mera dimag phat jayega, SQL mein kuch samajh nahi aa raha, completely hopeless.",2
"Life barbaad lag rahi hai, Python mein fail hone wala hoon, blank.",2
"job simulation achha gaya, set feel ho raha hai aaj.",0
"Doston ke sath padhai karke chill lag raha hai, ML easy lagne laga.",0
"code debugging abhi tak pending hai, feeling anxious about the deadline.",1
Data Analytics samajh aa raha hai but internship review ke time pe anxious ho jata hoon.,1
"Mera dimag phat jayega, Microservices mein kuch samajh nahi aa raha, completely depressed.",2
"SQL project mein ek annoying bug hai, raat tak fix karna padega, feeling confused.",1
"Week mein 2 mid-sem hain, schedule thoda tight hai aur main tense hoon.",1
ML samajh aa raha hai but job simulation ke time pe worried ho jata hoon.,1
"Life barbaad lag rahi hai, Chemistry mein fail hone wala hoon, having panic attacks.",2
"Results clear hain, marks acche aaye in SQL, feeling sorted.",0
REST APIs samajh aa raha hai but viva ke time pe anxious ho jata hoon.,1
"technical interview clear nahi hua toh kya karunga, feeling totally having panic attacks and lost.",2
"Mera Microservices ka experiment done hai, I am fully set.",0
"assignment time pe submit kar diya, ab I am completely peaceful.",0
"Aaj ka din productive tha, Chemistry padha aur ab set hai.",0
Data Analytics samajh aa raha hai but board exam ke time pe stressed ho jata hoon.,1
"Doston ki preparation mujhse zyada hai AWS mein, getting thoda nervous.",1
"Doston ke sath padhai karke relaxed lag raha hai, Maths easy lagne laga.",0
Results anxiety hai thodi but I think DSA wala paper theek gaya hai.,1
"Mera dimag phat jayega, AI mein kuch samajh nahi aa raha, completely crying constantly.",2
"Microservices experiment achi gayi, lab marks aenge poore.",0
"Raat bhar jaag ke Spring Boot padha but still nothing is going in my head, feeling having panic attacks.",2
"Bhai Microservices ki prep ekdum peaceful chal rahi hai, sab on track hai.",0
"lab file time pe submit kar diya, ab I am completely happy.",0
"Backlog clear karna hai, schedule manage karne mein tense feel hota hai.",1
"Dost aage nikal gaye aur main yahan stuck hoon REST APIs mein, feeling suffocating.",2
Microservices samajh aa raha hai but hackathon ke time pe thoda nervous ho jata hoon.,1
Cloud architecture samajh aa raha hai but hackathon ke time pe stressed ho jata hoon.,1
"Doston ke sath padhai karke on track lag raha hai, Python easy lagne laga.",0
"Time management mast chal raha hai, confident feel kar raha hoon about assignment.",0
"Har taraf se pressure hai, I feel like I am blank.",2
"Time management mast chal raha hai, peaceful feel kar raha hoon about backend integration.",0
Physics samajh aa raha hai but final project review ke time pe pressured ho jata hoon.,1
"Raat bhar jaag ke Spring Boot padha but still nothing is going in my head, feeling hopeless.",2
"experiment complete nahi ho pa raha, roz raat ko I am having panic attacks.",2
Cloud architecture samajh aa raha hai but end-sem exam ke time pe overwhelmed ho jata hoon.,1
"mock test abhi tak pending hai, feeling stressed about the deadline.",1
"code debugging complete nahi ho pa raha, roz raat ko I am depressed.",2
"Life barbaad lag rahi hai, DSA mein fail hone wala hoon, breaking down.",2
"Itna backlog ho gaya hai ki rona aa raha hai lagatar, I am hopeless.",2
"Life barbaad lag rahi hai, Physics mein fail hone wala hoon, depressed.",2
"3 din se soye nahi hain, aankhein band nahi ho rahi tension se, kal end-sem exam hai.",2
"Parents ki expectations ne anxiety badha di hai, placement ka stress mujhe numb bana raha hai.",2
"Raat bhar jaag ke Spring Boot padha but still nothing is going in my head, feeling crying constantly.",2
"AWS deployment time pe submit kar diya, ab I am completely on track.",0
"Mera SQL ka code debugging done hai, I am fully peaceful.",0
Neend thodi kam aa rahi hai viva ki tension ki wajah se.,1
"Doston ki preparation mujhse zyada hai Maths mein, getting worried.",1
"Cloud architecture lab file mein ek annoying bug hai, raat tak fix karna padega, feeling pressured.",1
"Life barbaad lag rahi hai, SQL mein fail hone wala hoon, breaking down.",2
"Bhai Python ki prep ekdum relaxed chal rahi hai, sab on track hai.",0
Java samajh aa raha hai but college exam ke time pe overwhelmed ho jata hoon.,1
"Microservices project mein ek annoying bug hai, raat tak fix karna padega, feeling overwhelmed.",1
"Mentally on track hoon, koi technical interview ka darr nahi.",0
"Dost aage nikal gaye aur main yahan stuck hoon AI mein, feeling numb.",2
"lab file complete nahi ho pa raha, roz raat ko I am numb.",2
"Mentally happy hoon, koi placement drive ka darr nahi.",0
"Ghar wale ki expectations ne anxiety badha di hai, placement ka stress mujhe severely anxious bana raha hai.",2
"Results clear hain, marks acche aaye in ML, feeling chill.",0
"Life barbaad lag rahi hai, ML mein fail hone wala hoon, breaking down.",2
"Mera ML ka lab file done hai, I am fully set.",0
"viva achha gaya, peaceful feel ho raha hai aaj.",0
"Aaj ka din productive tha, DSA padha aur ab balanced hai.",0
"project time pe submit kar diya, ab I am completely peaceful.",0
"Doston ki preparation mujhse zyada hai AWS mein, getting confused.",1
Spring Boot samajh aa raha hai but NEET ke time pe stressed ho jata hoon.,1
Maths samajh aa raha hai but final project review ke time pe worried ho jata hoon.,1
"Doston ke sath padhai karke chill lag raha hai, AI easy lagne laga.",0
Neend thodi kam aa rahi hai college exam ki tension ki wajah se.,1
"Mera Python ka code debugging done hai, I am fully peaceful.",0
"Raat bhar jaag ke Data Analytics padha but still nothing is going in my head, feeling dead inside.",2
"Kal ke final project review ke liye I am relaxed, syllabus cover ho gaya.",0
"Kal ke job simulation ke liye I am balanced, syllabus cover ho gaya.",0
Physics samajh aa raha hai but board exam ke time pe thoda nervous ho jata hoon.,1
"board exam achha gaya, happy feel ho raha hai aaj.",0
"placement drive clear nahi hua toh kya karunga, feeling totally dead inside and lost.",2
"Results clear hain, marks acche aaye in Microservices, feeling balanced.",0
"Life barbaad lag rahi hai, DSA mein fail hone wala hoon, crying constantly.",2
Python samajh aa raha hai but hackathon ke time pe tense ho jata hoon.,1
"mid-sem achha gaya, happy feel ho raha hai aaj.",0
"Aaj ka din productive tha, Java padha aur ab sorted hai.",0
"Internal marks thode kam hain, confused feel ho raha final placement drive ke liye.",1
"Thodi tension hai final project review ki, thoda nervous lag raha hai.",1
Placement prep aur college AWS deployment manage karne mein thoda stressed feel hota hai.,1
"Mera AI ka assignment done hai, I am fully confident.",0
Relatives ki expectations ki wajah se thoda worried lagta hai future ko leke.,1
"Kal ke JEE ke liye I am confident, syllabus cover ho gaya.",0
"Mera AI ka experiment done hai, I am fully sorted.",0
"Doston ki preparation mujhse zyada hai ML mein, getting anxious.",1
"Week mein 2 tests hain, schedule tight hai thoda.",1
"Raat bhar jaag ke Maths padha but still nothing is going in my head, feeling depressed.",2
"Internal marks thode kam hain, thoda nervous feel ho raha final hackathon ke liye.",1
"Mentally peaceful hoon, koi internship review ka darr nahi.",0
"Mera Spring Boot ka experiment done hai, I am fully set.",0
"Bhai SQL ki prep ekdum set chal rahi hai, sab on track hai.",0
AI samajh aa raha hai but college exam ke time pe confused ho jata hoon.,1
"Results clear hain, marks acche aaye in REST APIs, feeling happy.",0
"Aaj ka din productive tha, AWS padha aur ab confident hai.",0
"Sab kuch plan ke hisaab se ja raha hai, totally relaxed and focused.",0
"Kal ke end-sem exam ke liye I am on track, syllabus cover ho gaya.",0
"Mera Java ka practical record done hai, I am fully confident.",0
"Doston ki preparation mujhse zyada hai SQL mein, getting tense.",1
"Week mein 2 final project review hain, schedule thoda tight hai aur main stressed hoon.",1
Data Analytics samajh aa raha hai but end-sem exam ke time pe pressured ho jata hoon.,1
"Raat bhar jaag ke Java padha but still nothing is going in my head, feeling suffocating.",2
"experiment abhi tak pending hai, feeling worried about the deadline.",1
"lab file complete nahi ho pa raha, roz raat ko I am breaking down.",2
"Aaj ka din productive tha, Data Analytics padha aur ab peaceful hai.",0
"Life barbaad lag rahi hai, Spring Boot mein fail hone wala hoon, numb.",2
"Time management mast chal raha hai, set feel kar raha hoon about mock test.",0
"SQL mock test mein ek annoying bug hai, raat tak fix karna padega, feeling tense.",1
"Dost aage nikal gaye aur main yahan stuck hoon Chemistry mein, feeling dead inside.",2
"DSA project mein ek annoying bug hai, raat tak fix karna padega, feeling anxious.",1
"Doston ki preparation mujhse zyada hai DBMS mein, getting stressed.",1
"Itna backlog ho gaya hai ki rona aa raha hai lagatar, I am suffocating.",2
"AWS deployment time pe submit kar diya, ab I am completely relaxed.",0
"Mentally set hoon, koi mid-sem ka darr nahi.",0
"Har taraf se pressure hai, I feel like I am numb.",2
"Mera dimag phat jayega, DSA mein kuch samajh nahi aa raha, completely severely anxious.",2
"Python assignment mein ek annoying bug hai, raat tak fix karna padega, feeling overwhelmed.",1
"Life barbaad lag rahi hai, Physics mein fail hone wala hoon, crying constantly.",2
"Life barbaad lag rahi hai, Chemistry mein fail hone wala hoon, blank.",2
"Mera Cloud architecture ka experiment done hai, I am fully on track.",0
Placement prep aur college mock test manage karne mein thoda stressed feel hota hai.,1
"Time management mast chal raha hai, on track feel kar raha hoon about experiment.",0
"Week mein 2 end-sem exam hain, schedule thoda tight hai aur main thoda nervous hoon.",1
Python samajh aa raha hai but board exam ke time pe confused ho jata hoon.,1
"Severe panic attacks aa rahe hain final project review ke darr se, dimag blank ho gaya hai.",2
"practical record time pe submit kar diya, ab I am completely confident.",0
"Results clear hain, marks acche aaye in Python, feeling chill.",0
"college exam clear nahi hua toh kya karunga, feeling totally crying constantly and lost.",2
Placement prep aur college assignment manage karne mein thoda thoda nervous feel hota hai.,1
"Time management mast chal raha hai, on track feel kar raha hoon about code debugging.",0
"mid-sem achha gaya, chill feel ho raha hai aaj.",0
"Bhai Cloud architecture ki prep ekdum on track chal rahi hai, sab on track hai.",0
"final project review achha gaya, peaceful feel ho raha hai aaj.",0
"backend integration time pe submit kar diya, ab I am completely sorted.",0
"REST APIs experiment mein ek annoying bug hai, raat tak fix karna padega, feeling tense.",1
"Time management mast chal raha hai, chill feel kar raha hoon about project.",0
"Dimag sunn ho gaya hai stress se, kuch nahi padha board exam ke liye.",2
"Time management mast chal raha hai, sorted feel kar raha hoon about practical record.",0
"assignment abhi tak pending hai, feeling tense about the deadline.",1
"Doston ki preparation mujhse zyada hai AI mein, getting tense.",1
"lab file abhi tak pending hai, feeling worried about the deadline.",1
"Dost aage nikal gaye aur main yahan stuck hoon Java mein, feeling having panic attacks.",2
"Dost aage nikal gaye aur main yahan stuck hoon AI mein, feeling severely anxious.",2
DBMS samajh aa raha hai but NEET ke time pe tense ho jata hoon.,1
Placement prep aur college code debugging manage karne mein thoda stressed feel hota hai.,1
"Mentally balanced hoon, koi hackathon ka darr nahi.",0
Results anxiety hai thodi but I think Python wala paper theek gaya hai.,1
"Sleep schedule aur study dono manage ho raha hai, life set hai.",0
"Week mein 2 viva hain, schedule thoda tight hai aur main confused hoon.",1
"Chemistry model training mein ek annoying bug hai, raat tak fix karna padega, feeling thoda nervous.",1
"Python experiment achi gayi, lab marks aenge poore.",0
AWS samajh aa raha hai but placement drive ke time pe confused ho jata hoon.,1
"project abhi tak pending hai, feeling stressed about the deadline.",1
"Mera Spring Boot ka backend integration done hai, I am fully on track.",0
"Aaj ka din productive tha, Maths padha aur ab confident hai.",0
